item,itemLabel,itemDescription,gender,genderLabel,dob,dobPrecision,dod,dodPrecision
Q310847,John Jay,"American politician, Patriot, diplomat, and one of the Founding Fathers of the United States (1745-1829)",Q6581097,male,1745-12-12T00:00:00Z,11,1829-05-17T00:00:00Z,11
Q22316,John Kerry,68th United States Secretary of State,Q6581097,male,1943-12-11T00:00:00Z,11,,
Q6243110,"John King, Jr.",10th United States Secretary of Education,Q6581097,male,1975-01-05T00:00:00Z,11,,
Q1700757,John L. McLucas,American government official,Q6581097,male,1920-08-22T00:00:00Z,11,2002-12-01T00:00:00Z,11
Q327486,John Lehman,American banker and government official (1942-),Q6581097,male,1942-09-14T00:00:00Z,11,,
Q457729,John M. McHugh,United States Secretary of the Army and a former Republican politician,Q6581097,male,1948-09-29T00:00:00Z,11,,
Q1376165,John Macpherson Berrien,"American politician from Georgia, United States (1781-1856)",Q6581097,male,1781-08-23T00:00:00Z,11,1856-01-01T00:00:00Z,11
Q310829,John Marshall,Fourth Chief Justice of the United States (1755-1835),Q6581097,male,1755-09-24T00:00:00Z,11,1835-07-06T00:00:00Z,11
Q1379781,John Michael McConnell,United States admiral,Q6581097,male,1943-07-26T00:00:00Z,11,,
Q17889,John Middleton Clayton,"1796-1856, American lawyer and politician",Q6581097,male,1796-07-24T00:00:00Z,11,1856-11-09T00:00:00Z,11
Q1347566,John N. Mitchell,"former US attorney general, Watergate felon (1913-1988)",Q6581097,male,1913-09-15T00:00:00Z,11,1988-11-09T00:00:00Z,11
Q298991,John Nance Garner,American politician (1868-1967),Q6581097,male,1868-11-22T00:00:00Z,11,1967-11-07T00:00:00Z,11
Q453868,John Negroponte,American diplomat,Q6581097,male,1939-07-21T00:00:00Z,11,,
Q1701201,John Nelson,Attorney General of the United States from 1843 to 1845,Q6581097,male,1791-06-01T00:00:00Z,11,1860-01-18T00:00:00Z,11
Q387744,"John Otho Marsh, Jr.",American politician from Virginia (1926-2019),Q6581097,male,1926-08-07T00:00:00Z,11,2019-02-04T00:00:00Z,11
Q938005,John P. Kennedy,"Novelist, politician (1795-1870)",Q6581097,male,1795-10-25T00:00:00Z,11,1870-08-18T00:00:00Z,11
Q1333315,John Palmer Usher,American lawyer,Q6581097,male,1816-01-09T00:00:00Z,11,1889-04-13T00:00:00Z,11
Q1333315,John Palmer Usher,American lawyer,Q6581097,male,1818-01-18T00:00:00Z,11,1889-04-13T00:00:00Z,11
Q1290476,John Podesta,former White House Chief of Staff,Q6581097,male,1949-01-08T00:00:00Z,11,,
Q11816,John Quincy Adams,6th president of the United States (1767−1848),Q6581097,male,1767-07-11T00:00:00Z,11,1848-02-23T00:00:00Z,11
Q311269,John R. Bolton,American lawyer and diplomat,Q6581097,male,1948-11-20T00:00:00Z,11,,
Q63104663,John R. Quarles Jr.,,Q6581097,male,1935-04-26T00:00:00Z,11,2012-10-29T00:00:00Z,11
Q1701503,John R. Steelman,"Director of the U.S. Conciliation Service, first White House Chief of Staff",Q6581097,male,1900-06-23T00:00:00Z,11,1999-07-14T00:00:00Z,11
Q785437,John Rusling Block,American government official,Q6581097,male,1935-02-15T00:00:00Z,11,,
Q1701649,John S. Herrington,American politician,Q6581097,male,1939-05-31T00:00:00Z,11,,
Q996047,John Schofield,United States Army Medal of Honor recipient and Union Army general,Q6581097,male,1831-09-29T00:00:00Z,11,1906-03-04T00:00:00Z,11
Q445392,John Sherman,"American politician, Ohio (1823-1900)",Q6581097,male,1823-05-10T00:00:00Z,11,1900-10-22T00:00:00Z,11
Q1701871,John T. Connor,American businessman and government official (1914-2000),Q6581097,male,1914-11-03T00:00:00Z,11,2000-10-06T00:00:00Z,11
Q382049,John Thomas Dunlop,American politician,Q6581097,male,1914-07-05T00:00:00Z,11,2003-10-02T00:00:00Z,11
Q11881,John Tyler,10th President of the United States (in office from 1841 to 1845),Q6581097,male,1790-03-29T00:00:00Z,11,1862-01-18T00:00:00Z,11
Q703642,John W. Foster,"American lawyer, politician and diplomat (1836-1917)",Q6581097,male,1836-03-02T00:00:00Z,11,1917-11-15T00:00:00Z,11
Q445258,John W. Gardner,American politician (1912-2002),Q6581097,male,1912-10-08T00:00:00Z,11,2002-02-16T00:00:00Z,11
Q352345,John W. Griggs,American politician (1849-1927),Q6581097,male,1849-07-10T00:00:00Z,11,1927-11-28T00:00:00Z,11
Q449689,John W. Snow,73rd United States Secretary of the Treasury,Q6581097,male,1939-08-02T00:00:00Z,11,,
Q464810,John Warner,Republican politician and Secretary of the Navy from the United States,Q6581097,male,1927-02-18T00:00:00Z,11,2021-05-25T00:00:00Z,11
Q1702076,John Wesley Snyder,American businessman,Q6581097,male,1895-06-21T00:00:00Z,11,1985-10-08T00:00:00Z,11
Q927490,John Willock Noble,American politician (1831-1912),Q6581097,male,1831-10-26T00:00:00Z,11,1912-03-22T00:00:00Z,11
Q1371272,John Wingate Weeks,American politician (1860-1926),Q6581097,male,1860-04-11T00:00:00Z,11,1926-07-12T00:00:00Z,11
Q1258123,John Y. Mason,American politician (1799-1859),Q6581097,male,1799-04-18T00:00:00Z,11,1859-10-03T00:00:00Z,11
Q1706385,"Joseph A. Califano, Jr.",American politician,Q6581097,male,1931-05-15T00:00:00Z,11,,
Q1366195,Joseph Holt,Union Army general (1807-1894),Q6581097,male,1807-01-06T00:00:00Z,11,1894-08-01T00:00:00Z,11
Q6285224,Joseph Maguire,United States Navy admiral,Q6581097,male,1951-08-14T00:00:00Z,11,,
Q724941,Joseph McKenna,American politician (1843-1926),Q6581097,male,1843-08-10T00:00:00Z,11,1926-11-21T00:00:00Z,11
Q1708162,Joseph W. Barr,American politician (1918-1996),Q6581097,male,1918-01-17T00:00:00Z,11,1996-02-23T00:00:00Z,11
Q1093714,Josephus Daniels,American diplomat (1862-1948),Q6581097,male,1862-05-18T00:00:00Z,11,1948-01-15T00:00:00Z,11
Q649653,Joshua Bolten,American lawyer; former Director of the Office of Management and Budget,Q6581097,male,1954-08-16T00:00:00Z,11,,
Q925076,Joshua W. Alexander,American politician (1852-1936),Q6581097,male,1852-01-22T00:00:00Z,11,1936-02-27T00:00:00Z,11
Q183469,Juanita M. Kreps,United States Secretary of Commerce (1921-2010),Q6581072,female,1921-01-11T00:00:00Z,11,2010-07-05T00:00:00Z,11
Q617264,Judson Harmon,American judge (1846-1927),Q6581097,male,1846-02-03T00:00:00Z,11,1927-02-22T00:00:00Z,11
Q464472,Julius Albert Krug,American politician (1907-1970),Q6581097,male,1907-11-23T00:00:00Z,11,1970-03-26T00:00:00Z,11
Q881135,Julius Sterling Morton,American politician (1832-1902),Q6581097,male,1832-04-22T00:00:00Z,11,1902-04-27T00:00:00Z,11
Q970720,Julián Castro,16th Secretary of Housing and Urban Development and 181st Mayor of San Antonio,Q6581097,male,1974-09-16T00:00:00Z,11,,
Q10853588,Kamala Harris,49th and current Vice President of the United States,Q6581072,female,1964-10-20T00:00:00Z,11,,
Q2853764,Karen Mills,Administrator of the Small Business Administration,Q6581072,female,1953-09-14T00:00:00Z,11,,
Q104076331,Katherine Tai,United States Trade Representative,Q6581072,female,1974-01-01T00:00:00Z,9,,
Q27677,Kathleen Sebelius,former United States Secretary of Health and Human Services,Q6581072,female,1948-05-15T00:00:00Z,11,,
Q105320353,Kei Koizumi,American Science Policy Advisor,Q6581097,male,,,,
Q28871485,Kelly Craft,politician,Q6581072,female,1962-02-24T00:00:00Z,11,,
Q342586,Ken Salazar,American politician,Q6581097,male,1955-03-02T00:00:00Z,11,,
Q42316397,Kenneth Braithwaite,American ambassador and retired admiral,Q6581097,male,1960-01-01T00:00:00Z,9,,
Q167083,Kenneth Claiborne Royall,United States general (1894-1971),Q6581097,male,1894-07-24T00:00:00Z,11,1971-05-25T00:00:00Z,11
Q924842,Kenneth Duberstein,American lobbyist and businessman,Q6581097,male,1944-04-21T00:00:00Z,11,,
Q332170,Kenneth O'Donnell,American political aide (1924-1977),Q6581097,male,1924-03-04T00:00:00Z,11,1977-09-09T00:00:00Z,11
Q21597842,Kent Frizzell,American politician,Q6581097,male,1929-02-11T00:00:00Z,11,2016-10-26T00:00:00Z,11
Q28530107,Kevin Haugrud,,Q6581097,male,,,,
Q30122656,Kevin McAleenan,former Acting Secretary of Homeland Security,Q6581097,male,1971-09-05T00:00:00Z,11,,
Q38858352,Kirstjen Nielsen,American government official and national security expert,Q6581072,female,1972-05-14T00:00:00Z,11,,
Q881151,L. M. Shaw,American politician (1848-1932),Q6581097,male,1848-11-02T00:00:00Z,11,1932-03-28T00:00:00Z,11
Q419976,Lamar Alexander,American politician,Q6581097,male,1940-07-03T00:00:00Z,11,,
Q104949692,Lana Hurdle,American public official,Q6581072,female,,,,
Q1808424,Lauro Cavazos,American educator; George H. W. Bush administration cabinet member,Q6581097,male,1927-01-04T00:00:00Z,11,,
Q210308,Lawrence Eagleburger,American statesman and diplomat (1930-2011),Q6581097,male,1930-08-01T00:00:00Z,11,2011-06-04T00:00:00Z,11
Q6504189,Lawrence J. Delaney,American scientist and businessman,Q6581097,male,1935-05-29T00:00:00Z,11,,
Q317953,Lawrence Summers,"American economist and educator, former US Secretary of the Treasury",Q6581097,male,1954-11-30T00:00:00Z,11,,
Q1681929,Lee M. Thomas,"Administrator, United States Environmental Protection Agency, 1985-1989",Q6581097,male,1944-06-13T00:00:00Z,11,,
Q244631,Leon Panetta,"American politician, Secretary of Defense 2011–2013",Q6581097,male,1938-06-28T00:00:00Z,11,,
Q1820466,Les Brownlee,Recipient of the Purple Heart medal,Q6581097,male,1939-07-11T00:00:00Z,11,,
Q720568,Levi Lincoln,United States attorney general and acting governor of Massachusetts (1749-1820),Q6581097,male,1749-05-15T00:00:00Z,11,1820-04-14T00:00:00Z,11
Q298997,Levi P. Morton,American politician (1824-1920),Q6581097,male,1824-05-16T00:00:00Z,11,1920-05-16T00:00:00Z,11
Q579228,Levi Woodbury,Associate Justice of the Supreme court (1789-1851),Q6581097,male,1789-12-22T00:00:00Z,11,1851-09-04T00:00:00Z,11
Q503119,Lewis Cass,American politician (1782-1866),Q6581097,male,1782-10-09T00:00:00Z,11,1866-06-17T00:00:00Z,11
Q1822160,Lewis Strauss,American activist (1896-1974),Q6581097,male,1896-01-31T00:00:00Z,11,1974-01-21T00:00:00Z,11
Q233905,Linda McMahon,American politician,Q6581072,female,1948-10-04T00:00:00Z,11,,
Q19920980,Linda Thomas-Greenfield,"American diplomat, 29th U.S. Ambassador to the United Nations",Q6581072,female,1952-11-22T00:00:00Z,11,,
Q281564,Lindley Miller Garrison,"lawyer, U.S. Secretary of War (1864-1932)",Q6581097,male,1864-11-28T00:00:00Z,11,1932-10-19T00:00:00Z,11
Q28739918,Lisa Disbrow,US Air Force officer and defense civilian servant,Q6581072,female,1962-09-29T00:00:00Z,11,,
Q445734,Lisa P. Jackson,American politician: EPA administrator,Q6581072,female,1962-02-08T00:00:00Z,11,,
Q941013,Lloyd Austin,American military officer and 28th US Secretary of Defense,Q6581097,male,1953-08-08T00:00:00Z,11,,
Q455401,Lloyd Bentsen,American politician (1921-2006),Q6581097,male,1921-02-11T00:00:00Z,11,2006-05-23T00:00:00Z,11
Q6680965,Loretta Lynch,83rd United States Attorney General,Q6581072,female,1959-05-21T00:00:00Z,11,,
Q580974,Lot M. Morrill,American politician (1813-1883),Q6581097,male,1813-05-03T00:00:00Z,11,1883-01-10T00:00:00Z,11
Q1370756,Louis A. Johnson,American politician (1891-1966),Q6581097,male,1891-01-10T00:00:00Z,11,1966-04-24T00:00:00Z,11
Q353121,Louis Caldera,"director of the White House Military Office, January 2009 - May 2009",Q6581097,male,1956-04-01T00:00:00Z,11,,
Q6687086,Louis E. Graham,American politician,Q6581097,male,1880-08-04T00:00:00Z,11,1965-11-09T00:00:00Z,11
Q551362,Louis McLane,"American lawyer and politician from Wilmington, in New Castle County, Delaware, and Baltimore, Maryland (1786-1857)",Q6581097,male,1786-05-28T00:00:00Z,11,1857-10-07T00:00:00Z,11
Q744689,Louis Wade Sullivan,American politician,Q6581097,male,1933-11-03T00:00:00Z,11,,
Q1549250,Lucius Q. C. Lamar,"American lawyer, politician and judge (1825-1893)",Q6581097,male,1825-09-17T00:00:00Z,11,1893-01-23T00:00:00Z,11
Q889227,Luke Edward Wright,Confederate Army officer (1846-1922),Q6581097,male,1846-08-29T00:00:00Z,11,1922-11-12T00:00:00Z,11
Q889227,Luke Edward Wright,Confederate Army officer (1846-1922),Q6581097,male,1846-08-29T00:00:00Z,11,1922-11-17T00:00:00Z,11
Q361275,Luther H. Hodges,American politician (1898-1974),Q6581097,male,1898-03-09T00:00:00Z,11,1974-10-06T00:00:00Z,11
Q6705568,"Luther H. Hodges, Jr.",American politician,Q6581097,male,1936-11-19T00:00:00Z,11,,
Q1358688,Lyman J. Gage,American financier and 42nd Secretary of the Treasury,Q6581097,male,1836-06-28T00:00:00Z,11,1927-01-26T00:00:00Z,11
Q9640,Lyndon B. Johnson,36th president of the United States (1908−1973),Q6581097,male,1908-08-27T00:00:00Z,11,1973-01-22T00:00:00Z,11
Q959007,Mack McLarty,American politician,Q6581097,male,1946-06-14T00:00:00Z,11,,
Q174438,Madeleine Albright,former U.S. Secretary of State,Q6581072,female,1937-05-15T00:00:00Z,11,,
Q1886985,"Malcolm Baldrige, Jr.",American businessman (1922-1987),Q6581097,male,1922-10-04T00:00:00Z,11,1987-07-25T00:00:00Z,11
Q445980,Manuel Lujan,American politician (1928-2019),Q6581097,male,1928-05-12T00:00:00Z,11,2019-04-25T00:00:00Z,11
Q461746,Marcia Fudge,American politician and 18th United States Secretary of Housing and Urban Development,Q6581072,female,1952-10-29T00:00:00Z,11,,
Q457633,Margaret Heckler,American politician (1931-2018),Q6581072,female,1931-06-21T00:00:00Z,11,2018-08-06T00:00:00Z,11
Q262554,Margaret Spellings,8th United States Secretary of Education,Q6581072,female,1957-11-30T00:00:00Z,11,,
Q1396000,Maria Cino,American politician,Q6581072,female,1957-04-19T00:00:00Z,11,,
Q6761112,Maria Contreras-Sweet,American politician,Q6581072,female,1955-01-01T00:00:00Z,9,,
Q6762242,Marianne Lamont Horinko,U.S. Government administrator,Q6581072,female,1961-05-10T00:00:00Z,11,,
Q16866716,Marianne Markowitz,American government official,Q6581072,female,1966-01-01T00:00:00Z,9,,
Q1498598,Marion B. Folsom,American government official (1893-1976),Q6581097,male,1893-11-23T00:00:00Z,11,1976-09-27T00:00:00Z,11
Q1773127,Mark Filip,United States federal judge,Q6581097,male,1966-06-01T00:00:00Z,11,,
Q3956796,Mark Randall Meadows,North Carolina politician and White House Chief of Staff to president Donald Trump,Q6581097,male,1959-07-28T00:00:00Z,11,,
Q33190271,Mark T. Esper,27th United States Secretary of Defense,Q6581097,male,1964-04-26T00:00:00Z,11,,
Q1904711,Martin Patrick Durkin,American Secretary of Labor (1894-1955),Q6581097,male,1894-03-18T00:00:00Z,11,1955-11-13T00:00:00Z,11
Q949072,Martin Richard Hoffmann,American government official (1932-2014),Q6581097,male,1932-04-20T00:00:00Z,11,2014-07-14T00:00:00Z,11
Q11820,Martin Van Buren,8th president of the United States (1782−1862),Q6581097,male,1782-12-05T00:00:00Z,11,1862-07-24T00:00:00Z,11
Q15126384,Marty Walsh,American politician from Massachusetts (born 1967),Q6581097,male,1967-04-10T00:00:00Z,11,,
Q6779939,Mary Jo White,31st Chairwoman of the Securities and Exchange Commission,Q6581072,female,1947-09-27T00:00:00Z,11,,
Q7481,Mary L. Good,American chemist,Q6581072,female,1931-06-20T00:00:00Z,11,2019-11-20T00:00:00Z,11
Q469483,Mary Peters,United States Secretary of Transportation,Q6581072,female,1948-12-04T00:00:00Z,11,,
Q104936860,Matt Ammon,American politician,Q6581097,male,,,,
Q6790538,Matthew Whitaker,American lawyer and acting U.S. attorney general,Q6581097,male,1969-10-29T00:00:00Z,11,,
Q284635,Maurice J. Tobin,American politician (1901-1953),Q6581097,male,1901-05-22T00:00:00Z,11,1953-07-19T00:00:00Z,11
Q373055,Maurice Stans,"American accountant, civil servant",Q6581097,male,1908-03-22T00:00:00Z,11,1998-04-14T00:00:00Z,11
Q435010,Mel Martínez,American politician,Q6581097,male,1946-10-23T00:00:00Z,11,,
Q499056,Melvin Laird,American politician (1922-2016),Q6581097,male,1922-09-01T00:00:00Z,11,2016-11-16T00:00:00Z,11
Q1922011,Merrick Garland,American judge and 86th United States Attorney General,Q6581097,male,1952-11-13T00:00:00Z,11,,
Q511873,Merrill McPeak,United States Air Force general,Q6581097,male,1936-01-09T00:00:00Z,11,,
Q1852641,Michael B. Donley,22nd Secretary of the United States Air Force,Q6581097,male,1952-10-04T00:00:00Z,11,,
Q32416331,Michael Cardenas,American businessman,Q6581097,male,1933-07-14T00:00:00Z,11,,
Q733612,Michael Chertoff,2nd Secretary of Homeland Security of the United States,Q6581097,male,1953-11-28T00:00:00Z,11,,
Q16208794,Michael L. Dominguez,American government official,Q6581097,male,1953-09-04T00:00:00Z,11,,
Q540275,Michael Mukasey,81st United States Attorney General,Q6581097,male,1941-07-28T00:00:00Z,11,,
Q1928842,Michael P. W. Stone,United States Secretary of the Army,Q6581097,male,1925-06-02T00:00:00Z,11,1995-05-18T00:00:00Z,11
Q104224230,Michael S. Regan,American government official,Q6581097,male,1976-08-06T00:00:00Z,11,,
Q28317075,Michael Scuse,,Q6581097,male,1954-01-01T00:00:00Z,9,,
Q1803180,Michael Wynne,Federal government official; U.S. Air Force officer; business executive,Q6581097,male,1944-09-04T00:00:00Z,11,,
Q1235731,Mick Mulvaney,Director of the Office of Management and Budget; White House Chief of Staff,Q6581097,male,1967-07-21T00:00:00Z,11,,
Q16107563,Mick Zais,American educator and politician,Q6581097,male,1946-12-10T00:00:00Z,11,,
Q1850198,Mickey Kantor,American businessman,Q6581097,male,1939-08-07T00:00:00Z,11,,
Q104244043,Miguel Cardona,American educator,Q6581097,male,1975-07-11T00:00:00Z,11,,
Q28794135,Mike Dempsey,,Q6581097,male,2000-01-01T00:00:00Z,7,,
Q448880,Mike Johanns,American politician,Q6581097,male,1950-06-18T00:00:00Z,11,,
Q879432,Mike Leavitt,8th United States Secretary of Health and Human Services,Q6581097,male,1951-02-11T00:00:00Z,11,,
Q24313,Mike Pence,48th Vice President of the United States,Q6581097,male,1959-06-07T00:00:00Z,11,,
Q473239,Mike Pompeo,70th and former Secretary of State of the United States,Q6581097,male,1963-12-30T00:00:00Z,11,,
Q30274534,Mike Young (agriculture official),,Q6581097,male,,,,
Q12306,Millard Fillmore,"American politician, 13th President of the United States (in office from 1850 to 1853)",Q6581097,male,1800-01-07T00:00:00Z,11,1874-03-08T00:00:00Z,11
Q31801704,Mitchell P. Kobelinski,American attorney,Q6581097,male,1928-08-01T00:00:00Z,11,1997-11-07T00:00:00Z,11
Q104907580,Monty Wilkinson,American lawyer,Q6581097,male,,,,
Q1946678,Moon Landrieu,US politician,Q6581097,male,1930-07-23T00:00:00Z,11,,
Q6914731,Mortimer L. Downey,American government official,Q6581097,male,1936-08-09T00:00:00Z,11,,
Q724329,Nathan Clifford,American politician (1803-1881),Q6581097,male,1803-08-18T00:00:00Z,11,1881-07-25T00:00:00Z,11
Q1302611,Neal S. Wolin,Deputy Decretary of the Treasury,Q6581097,male,1961-12-09T00:00:00Z,11,,
Q373606,Neil Goldschmidt,"American lawyer, politician",Q6581097,male,1940-06-16T00:00:00Z,11,,
Q934934,Neil H. McElroy,American businessman (1904-1972),Q6581097,male,1904-10-30T00:00:00Z,11,1972-11-30T00:00:00Z,11
Q11237,Nelson Rockefeller,American politician (1908-1979),Q6581097,male,1908-07-08T00:00:00Z,11,1979-01-26T00:00:00Z,11
Q926206,Newton Diehl Baker Jr.,American politician (1871-1937),Q6581097,male,1871-12-03T00:00:00Z,11,1937-12-25T00:00:00Z,11
Q723444,Nicholas F. Brady,American politician (born 1930),Q6581097,male,1930-04-11T00:00:00Z,11,,
Q1376143,Nicholas Katzenbach,American lawyer (1922-2012),Q6581097,male,1922-01-17T00:00:00Z,11,2012-05-08T00:00:00Z,11
Q11668,Nikki Haley,American politician,Q6581072,female,1972-01-20T00:00:00Z,11,,
Q553502,Norman Mineta,U.S. Politician and Public Servant,Q6581097,male,1931-11-12T00:00:00Z,11,,
Q3343742,Norman Ralph Augustine,American aerospace businessman,Q6581097,male,1935-07-27T00:00:00Z,11,,
Q28530101,Norris Cochran,American civil servant,Q6581097,male,1970-01-01T00:00:00Z,9,,
Q1370873,Ogden L. Mills,American politician (1884-1937),Q6581097,male,1884-08-23T00:00:00Z,11,1937-10-11T00:00:00Z,11
Q889827,Oliver Max Gardner,American politician (1882-1947),Q6581097,male,1882-03-22T00:00:00Z,11,1947-02-06T00:00:00Z,11
Q452104,Oliver Wolcott,United States federal judge; second U.S. Secretary of the Treasury (1760-1833),Q6581097,male,1760-01-11T00:00:00Z,11,1833-06-01T00:00:00Z,11
Q888636,Orville Freeman,American politician (1918-2003),Q6581097,male,1918-05-09T00:00:00Z,11,2003-02-20T00:00:00Z,11
Q1297519,Oscar L. Chapman,American government official (1896-1978),Q6581097,male,1896-10-22T00:00:00Z,11,1978-02-08T00:00:00Z,11
Q887335,Otis R. Bowen,American politician (1918-2013),Q6581097,male,1918-02-26T00:00:00Z,11,2013-05-04T00:00:00Z,11
Q7109662,Otto J. Wolff,United States secretary of Commerce,Q6581097,male,1950-01-01T00:00:00Z,7,,
Q434516,Oveta Culp Hobby,US Army officer and government official (1905-1995),Q6581072,female,1905-01-19T00:00:00Z,11,1995-08-16T00:00:00Z,11
Q458473,Pat Saiki,American politician,Q6581072,female,1930-05-28T00:00:00Z,11,,
Q444106,Patricia Roberts Harris,American politician and diplomat (1924-1985),Q6581072,female,1924-05-31T00:00:00Z,11,1985-03-23T00:00:00Z,11
Q708797,Patrick J. Hurley,politician (1883-1963),Q6581097,male,1883-01-08T00:00:00Z,11,1963-07-30T00:00:00Z,11
Q5997832,Patrick Murphy,Former Acting United States Secretary of the Army,Q6581097,male,1973-10-19T00:00:00Z,11,,
Q30349466,Patrick Pizzella,Acting Secretary of Labor,Q6581097,male,1954-05-19T00:00:00Z,11,,
Q770001,Paul B. Fay,American politician,Q6581097,male,1918-07-08T00:00:00Z,11,2009-09-23T00:00:00Z,11
Q1356377,Paul Clement,United States Solicitor General,Q6581097,male,1966-06-24T00:00:00Z,11,,
Q456921,Paul H. O'Neill,American politician (1935-2020),Q6581097,male,1935-12-04T00:00:00Z,11,2020-04-18T00:00:00Z,11
Q374153,Paul Morton,American politician (1857-1911),Q6581097,male,1857-05-22T00:00:00Z,11,1911-01-19T00:00:00Z,11
Q2061526,Paul Nitze,American government official,Q6581097,male,1907-01-16T00:00:00Z,11,2004-10-19T00:00:00Z,11
Q2061964,Paul Robert Ignatius,United States Secretary of the Navy,Q6581097,male,1920-11-11T00:00:00Z,11,,
Q293365,Penny Pritzker,"38th United States Secretary of Commerce, business executive, philanthropist, billionaire heiress",Q6581072,female,1959-05-02T00:00:00Z,11,,
Q7173106,Pete Buttigieg,American politician,Q6581097,male,1982-01-19T00:00:00Z,11,,
Q82607085,Pete Gaynor,American emergency manager,Q6581097,male,1958-01-01T00:00:00Z,9,,
Q1290431,Pete Rouse,Political operative,Q6581097,male,1946-04-15T00:00:00Z,11,,
Q7172623,Peter B. Teets,Director of the National Reconnaissance Office,Q6581097,male,1942-02-12T00:00:00Z,11,,
Q708904,Peter Buell Porter,American politician (1773–1844),Q6581097,male,1773-08-14T00:00:00Z,11,1844-03-20T00:00:00Z,11
Q456216,Peter George Peterson,"American businessman, investment banker, philanthropist, and author (1926-2018)",Q6581097,male,1926-06-05T00:00:00Z,11,2018-03-20T00:00:00Z,11
Q1658707,Peter J. Brennan,American government official (1918-1996),Q6581097,male,1918-05-24T00:00:00Z,11,1996-10-02T00:00:00Z,11
Q3376685,Peter Keisler,American lawyer,Q6581097,male,1960-10-13T00:00:00Z,11,,
Q55629652,Peter O'Rourke,American government official,Q6581097,male,1966-01-03T00:00:00Z,11,,
Q28530100,Phil Rosenfelt,American civil servant,Q6581097,male,,,,
Q707811,Philander C. Knox,"American lawyer, banker, and politician (1853-1921)",Q6581097,male,1853-05-06T00:00:00Z,11,1921-10-12T00:00:00Z,11
Q529914,Philip Francis Thomas,American politician (1810-1890),Q6581097,male,1810-09-12T00:00:00Z,11,1890-10-02T00:00:00Z,11
Q953998,Philip Klutznick,American politician,Q6581097,male,1907-07-09T00:00:00Z,11,1999-08-14T00:00:00Z,11
Q30246911,Philip McCallum,American lawyer,Q6581097,male,1914-11-09T00:00:00Z,11,1995-03-06T00:00:00Z,11
Q298443,Rahm Emanuel,"politician, investment banker, White House Chief of Staff",Q6581097,male,1959-11-29T00:00:00Z,11,,
Q708795,Ramsey Clark,American lawyer and peace activist,Q6581097,male,1927-12-18T00:00:00Z,11,2021-04-09T00:00:00Z,11
Q7291417,Rand Beers,American Presidential advisor,Q6581097,male,1942-11-30T00:00:00Z,11,,
Q467891,Ray LaHood,16th United States Secretary of Transportation,Q6581097,male,1945-12-06T00:00:00Z,11,,
Q2133926,Ray Lyman Wilbur,President of Stanford University,Q6581097,male,1875-04-13T00:00:00Z,11,1949-06-26T00:00:00Z,11
Q531247,Ray Mabus,American diplomat,Q6581097,male,1948-10-11T00:00:00Z,11,,
Q475289,Ray Marshall,American government official,Q6581097,male,1928-08-22T00:00:00Z,11,,
Q2134162,Raymond J. Donovan,American politician,Q6581097,male,1930-08-31T00:00:00Z,11,2021-06-02T00:00:00Z,11
Q510127,Rebecca Blank,American economist,Q6581072,female,1955-09-15T00:00:00Z,11,,
Q510127,Rebecca Blank,American economist,Q6581072,female,1955-09-19T00:00:00Z,11,,
Q880998,Redfield Proctor,American politician (1831-1908),Q6581097,male,1831-06-01T00:00:00Z,11,1908-03-04T00:00:00Z,11
Q1357640,Reince Priebus,"American attorney and politician; White House Chief of Staff, January – July 2017",Q6581097,male,1972-03-18T00:00:00Z,11,,
Q1373189,Reverdy Johnson,American politician (1796-1876),Q6581097,male,1796-05-21T00:00:00Z,11,1876-02-10T00:00:00Z,11
Q331401,Rex Tillerson,69th United States Secretary of State,Q6581097,male,1952-03-23T00:00:00Z,11,,
Q952884,Richard A. Ballinger,American politician (1858-1922),Q6581097,male,1858-07-09T00:00:00Z,11,1922-06-06T00:00:00Z,11
Q381610,Richard Danzig,American lawyer,Q6581097,male,1944-09-18T00:00:00Z,11,,
Q376348,Richard Edmund Lyng,American government official (1918-2003),Q6581097,male,1918-06-29T00:00:00Z,11,2003-02-01T00:00:00Z,11
Q7326068,Richard Grenell,American diplomat,Q6581097,male,1966-09-18T00:00:00Z,11,,
Q155649,Richard Holbrooke,American diplomat (1941-2010),Q6581097,male,1941-04-24T00:00:00Z,11,2010-12-13T00:00:00Z,11
Q521427,Richard Kleindienst,United States Attorney General (1923-2000),Q6581097,male,1923-08-05T00:00:00Z,11,2000-02-03T00:00:00Z,11
Q109463,Richard Mentor Johnson,ninth vice president of the United States (1780-1850),Q6581097,male,1780-10-17T00:00:00Z,11,1850-11-19T00:00:00Z,11
Q9588,Richard Nixon,37th President of the United States of America (1913−1994),Q6581097,male,1913-01-09T00:00:00Z,11,1994-04-22T00:00:00Z,11
Q708039,Richard Olney,American politician and statesman (1835-1917),Q6581097,male,1835-09-15T00:00:00Z,11,1917-04-08T00:00:00Z,11
Q880774,Richard Riley,American politician,Q6581097,male,1933-01-02T00:00:00Z,11,,
Q62567719,Richard Rominger,California politician,Q6581097,male,1927-07-01T00:00:00Z,11,2020-12-21T00:00:00Z,11
Q942844,Richard Rush,former United States Attorney General and United States Secretary of the Treasury (1780-1859),Q6581097,male,1780-08-29T00:00:00Z,11,1859-07-30T00:00:00Z,11
Q29342932,Richard V. Spencer,United States Secretary of the Navy,Q6581097,male,1954-01-18T00:00:00Z,11,,
