item,itemLabel,position,positionLabel,start,end,cabinet,cabinetLabel,ordinal,replaces,replacesLabel,replacedBy,replacedByLabel,nature,natureLabel,source,sourceName,statedName,psid
Q310847,John Jay,Q2507583,United States Secretary of Foreign Affairs,1784-05-07T00:00:00Z,1789-09-15T00:00:00Z,,,,Q283676,Robert R. Livingston,,,,,,,,Q310847-d9d5c9c1-435d-ebfe-ec42-14ce45ee86fb
Q310847,John Jay,Q14213,United States Secretary of State,1789-09-15T00:00:00Z,1790-03-22T00:00:00Z,,,,,,Q11812,Thomas Jefferson,,,,,,Q310847-7aec47e7-471c-0db9-a1d4-21278de69764
Q22316,John Kerry,Q14213,United States Secretary of State,2013-02-01T00:00:00Z,2017-01-20T00:00:00Z,,,68,Q6294,Hillary Clinton,Q7786914,"Thomas A. Shannon, Jr.",,,,,,Q22316-2fae7c1d-47bf-2a11-6bbb-b4d8b80c1445
Q6243110,"John King, Jr.",Q967762,United States Secretary of Education,2016-03-14T00:00:00Z,2017-01-20T00:00:00Z,,,,,,,,,,,,,Q6243110-c3048e5e-c926-4cd8-81db-6eb85140cad4
Q1700757,John L. McLucas,Q261746,United States Secretary of the Air Force,,,,,,,,,,,,,,,Q1700757-532f6c37-972e-4ef5-a5f5-aa266b87d949
Q327486,John Lehman,Q940135,United States Secretary of the Navy,,,,,,,,,,,,,,,Q327486-BCF05288-A566-44A6-B5A4-58C5194E5E27
Q457729,John M. McHugh,Q1591470,United States Secretary of the Army,2009-01-01T00:00:00Z,2015-01-01T00:00:00Z,,,,,,,,,,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000472,,,Q457729-d73ec613-4cb8-5f8f-f5f7-ceae123706b5
Q1376165,John Macpherson Berrien,Q636207,United States Attorney General,1829-03-09T00:00:00Z,1831-06-22T00:00:00Z,,,,Q1244572,William Wirt,Q359470,Roger B. Taney,,,,,,Q1376165-AEB46977-394B-480A-8ED9-285F905E24A1
Q310829,John Marshall,Q14213,United States Secretary of State,1800-06-13T00:00:00Z,1801-02-04T00:00:00Z,,,4,Q724252,Charles Lee,Q310829,John Marshall,,,,,,Q310829-2b462d7b-4a4c-60ce-c83d-647380e51c08
Q310829,John Marshall,Q14213,United States Secretary of State,1801-02-04T00:00:00Z,1801-03-04T00:00:00Z,,,,Q310829,John Marshall,Q720568,Levi Lincoln,,,,,,Q310829-323db69a-40bd-f637-83c4-136da3a2f1e8
Q1379781,John Michael McConnell,Q1154057,Director of National Intelligence,2007-02-20T00:00:00Z,2009-01-27T00:00:00Z,,,2,Q453868,John Negroponte,Q1189023,Dennis C. Blair,,,,,,Q1379781-6B248CC1-9F77-4156-A39B-6761BE7792E9
Q17889,John Middleton Clayton,Q14213,United States Secretary of State,1849-03-08T00:00:00Z,1850-07-22T00:00:00Z,,,18,Q12325,James Buchanan,Q106231,Daniel Webster,,,,,,Q17889-73597A45-9AC6-414C-A01F-116D8494E792
Q1347566,John N. Mitchell,Q636207,United States Attorney General,1969-01-21T00:00:00Z,1972-03-01T00:00:00Z,,,,Q708795,Ramsey Clark,Q521427,Richard Kleindienst,,,,,,Q1347566-FDEE2902-7446-44BF-A6E6-978FC3927AFA
Q298991,John Nance Garner,Q11699,Vice President of the United States,1933-03-04T00:00:00Z,1941-01-20T00:00:00Z,,,32,Q271023,Charles Curtis,Q251666,Henry A. Wallace,,,,,,Q298991-A6A77B42-46F9-4342-BA7C-B3F5E0AFD277
Q453868,John Negroponte,Q1154057,Director of National Intelligence,2005-04-21T00:00:00Z,2007-02-13T00:00:00Z,,,1,,,Q1379781,John Michael McConnell,,,,,,Q453868-eee896c5-4fb4-bb0a-9187-701fca989fbc
Q453868,John Negroponte,Q1785225,United States Ambassador to the United Nations,2001-09-19T00:00:00Z,2004-06-23T00:00:00Z,,,23,Q348185,James B. Cunningham,Q1287554,John Danforth,,,,,,Q453868-93719407-479e-57e7-16e5-d6a040b695b9
Q1701201,John Nelson,Q636207,United States Attorney General,1843-07-01T00:00:00Z,1845-03-04T00:00:00Z,,,17,Q1374183,Hugh S. Legaré,Q1258123,John Y. Mason,,,,,,Q1701201-D2F7B03D-EE59-4BAE-BF60-3E23C0547248
Q1701201,John Nelson,Q14213,United States Secretary of State,1844-02-29T00:00:00Z,1844-03-31T00:00:00Z,,,,Q318482,Abel P. Upshur,Q207191,John C. Calhoun,,,,,,Q1701201-3967c67c-4d6f-0716-347a-af466ad92c92
Q387744,"John Otho Marsh, Jr.",Q1591470,United States Secretary of the Army,1981-01-30T00:00:00Z,1989-08-14T00:00:00Z,,,,Q18631740,Percy A. Pierre,Q1928842,Michael P. W. Stone,,,,,,Q387744-1d84bd0b-4b47-2f76-91d5-cb5ceb540588
Q938005,John P. Kennedy,Q940135,United States Secretary of the Navy,1852-07-26T00:00:00Z,1853-03-04T00:00:00Z,,,21,Q730936,William Alexander Graham,Q373382,James C. Dobbin,,,,,,Q938005-EA5C7510-0C2F-4233-89B4-A38233364AE6
Q1333315,John Palmer Usher,Q2287650,United States Secretary of the Interior,1863-01-01T00:00:00Z,1865-05-15T00:00:00Z,,,7,Q1026525,Caleb Blood Smith,Q376747,James Harlan,,,,,,Q1333315-48E0E678-8E98-44E6-882D-F145F358E9DF
Q1290476,John Podesta,Q786242,White House Chief of Staff,1998-10-20T00:00:00Z,2001-01-20T00:00:00Z,,,,Q731097,Erskine Bowles,Q504029,Andrew Card,,,,,,Q1290476-16BEC283-4678-445E-B1EF-6C96B576B181
Q11816,John Quincy Adams,Q14213,United States Secretary of State,1817-09-22T00:00:00Z,1825-03-04T00:00:00Z,,,8,Q942844,Richard Rush,Q16240815,Daniel Brent,,,,,,Q11816-64BC5408-A3A1-4EC6-B5B1-A391B5210911
Q311269,John R. Bolton,Q1785225,United States Ambassador to the United Nations,2005-08-01T00:00:00Z,2006-12-09T00:00:00Z,,,,,,,,,,,,,Q311269-20f56528-4213-f4dd-c8e1-a570236e65df
Q63104663,John R. Quarles Jr.,Q2087596,Administrator of the Environmental Protection Agency,1977-01-21T00:00:00Z,1977-03-06T00:00:00Z,,,,Q3247079,Russell E. Train,Q5301748,Douglas M. Costle,Q4676846,acting,,,,Q63104663-57d40f7f-4c54-c1bc-4ca2-354cad9a4832
Q1701503,John R. Steelman,Q786242,White House Chief of Staff,1946-12-12T00:00:00Z,1953-01-20T00:00:00Z,,,1,,,Q775070,Sherman Adams,,,,,,Q1701503-17fdb903-4c1f-5f4c-0a9e-b34a9ed2ef68
Q16980175,John Ratcliffe,Q1154057,Director of National Intelligence,2020-05-26T00:00:00Z,2021-01-20T00:00:00Z,,,,Q632321,Dan Coats,Q14525857,Avril Haines,,,,,,Q16980175-536678E8-6631-4079-98F0-85DF5D3831D6
Q785437,John Rusling Block,Q1029955,United States Secretary of Agriculture,,,,,,,,,,,,,,,Q785437-b8109f43-8a9c-4d52-a450-60f010d3e450
Q1701649,John S. Herrington,Q1029968,United States Secretary of Energy,1985-02-07T00:00:00Z,1989-01-20T00:00:00Z,,,,,,,,,,,,,Q1701649-04E2627F-4109-445E-ADA5-BC28A4317480
Q996047,John Schofield,Q2419102,United States Secretary of War,1868-06-01T00:00:00Z,1869-03-13T00:00:00Z,,,28,Q448803,Edwin M. Stanton,Q718922,John Aaron Rawlins,,,,,,Q996047-0309571E-2E58-4F86-BBAD-151CA69334AA
Q445392,John Sherman,Q14213,United States Secretary of State,1897-03-06T00:00:00Z,1898-04-27T00:00:00Z,,,35,Q708039,Richard Olney,Q707528,William R. Day,,,,,,Q445392-9cb52a9c-4ee0-b8b0-a7fe-21e1e3220a32
Q445392,John Sherman,Q4215834,United States Secretary of the Treasury,1877-03-10T00:00:00Z,1881-03-03T00:00:00Z,,,,Q580974,Lot M. Morrill,Q561666,William Windom,,,,,,Q445392-2114c735-4484-4eb6-c983-023aa8b48f14
Q1701871,John T. Connor,Q2003296,United States Secretary of Commerce,,,,,,,,,,,,,,,Q1701871-75c719a6-d86d-4a34-bee3-38b2fcdaf98c
Q382049,John Thomas Dunlop,Q967750,United States Secretary of Labor,1975-03-18T00:00:00Z,1976-01-31T00:00:00Z,,,14,Q1658707,Peter J. Brennan,Q456483,William Usery,,,,,,Q382049-271AA39A-4D64-467A-A011-B9D49229667E
Q11881,John Tyler,Q11699,Vice President of the United States,1841-03-04T00:00:00Z,1841-04-04T00:00:00Z,,,10,Q109463,Richard Mentor Johnson,Q310849,George M. Dallas,,,https://www.whitehouse.gov/about-the-white-house/presidents/john-tyler/,,,Q11881-0FB29FEC-75D6-4C8C-98F4-3442FAC23CB6
Q703642,John W. Foster,Q14213,United States Secretary of State,1892-06-29T00:00:00Z,1893-02-23T00:00:00Z,,,32,Q8008895,William F. Wharton,Q8008895,William F. Wharton,,,,,,Q703642-ca3e0daa-4940-61f9-2c2a-fd8dae434cff
Q445258,John W. Gardner,Q3310559,"United States Secretary of Health, Education, and Welfare",1965-08-18T00:00:00Z,1968-03-01T00:00:00Z,,,,Q359333,Anthony J. Celebrezze,Q2570185,Wilbur J. Cohen,,,,,,Q445258-4ccfb473-8a3a-401b-bf01-8b343c128ba4
Q352345,John W. Griggs,Q636207,United States Attorney General,1898-01-25T00:00:00Z,1901-03-29T00:00:00Z,,,,,,,,,,,,,Q352345-1CE6D9C7-62FC-491C-8ED1-3CDF8D25EF30
Q449689,John W. Snow,Q4215834,United States Secretary of the Treasury,2003-02-03T00:00:00Z,2006-06-28T00:00:00Z,,,73,Q456921,Paul H. O'Neill,Q311025,Henry Paulson,,,,,,Q449689-3F6AA9FC-AB41-46B7-951F-383B38BF7A95
Q464810,John Warner,Q940135,United States Secretary of the Navy,1972-05-04T00:00:00Z,1974-04-08T00:00:00Z,,,61,Q887338,John Chafee,Q382493,J. William Middendorf,,,,,,Q464810-0DE5F289-F614-4FCF-84BB-A956D5D98340
Q1702076,John Wesley Snyder,Q4215834,United States Secretary of the Treasury,,,,,,,,,,,,,,,Q1702076-A6108B3A-88D9-4040-B6C5-15E039019963
Q927490,John Willock Noble,Q2287650,United States Secretary of the Interior,1889-03-07T00:00:00Z,1893-03-06T00:00:00Z,,,18,Q1325762,William Freeman Vilas,Q356810,M. Hoke Smith,,,,,,Q927490-CF8BF1F3-129E-4237-B6BA-F2CCE15DAAB8
Q1371272,John Wingate Weeks,Q2419102,United States Secretary of War,1921-03-05T00:00:00Z,1925-10-13T00:00:00Z,,,48,Q926206,Newton Diehl Baker Jr.,Q53403,Dwight Filley Davis Sr.,,,,,,Q1371272-3418A5EF-A357-49CC-8752-136FF29C9102
Q1258123,John Y. Mason,Q636207,United States Attorney General,1845-03-05T00:00:00Z,1846-10-16T00:00:00Z,,,,,,,,,,,,,Q1258123-B73CFEB2-A65D-4B13-B91F-7EF4169935DF
Q1706385,"Joseph A. Califano, Jr.",Q3310559,"United States Secretary of Health, Education, and Welfare",1977-01-25T00:00:00Z,1979-08-03T00:00:00Z,,,,Q376103,F. David Mathews,Q444106,Patricia Roberts Harris,,,,,,Q1706385-4E1CE5B9-4CC4-4B2B-B9AF-0AE785FA8E7D
Q3267622,Joseph Grew,Q14213,United States Secretary of State,1945-06-28T00:00:00Z,1945-07-03T00:00:00Z,,,,Q362118,"Edward Reilly Stettinius, Jr.",Q432726,James F. Byrnes,,,,,,Q3267622-de507056-404e-2ed7-967b-30a8a4bb1ce7
Q1366195,Joseph Holt,Q2419102,United States Secretary of War,,,,,,,,,,,,,,,Q1366195-f70a1401-4ca1-4d54-9745-66fca109d835
Q6285224,Joseph Maguire,Q1154057,Director of National Intelligence,2019-08-16T00:00:00Z,2020-02-20T00:00:00Z,,,,Q632321,Dan Coats,Q7326068,Richard Grenell,Q4676846,acting,,,,Q6285224-06f0187b-4925-0c96-2bed-8e243519697e
Q724941,Joseph McKenna,Q636207,United States Attorney General,1897-03-05T00:00:00Z,1898-01-25T00:00:00Z,,,,,,,,,,,,,Q724941-D81C95D4-B284-4A3E-B666-F3ED34266FD9
Q1708162,Joseph W. Barr,Q4215834,United States Secretary of the Treasury,,,,,,,,,,,,,,,Q1708162-E74192D7-27CC-4F3F-8EA2-B115890E6B31
Q1093714,Josephus Daniels,Q940135,United States Secretary of the Navy,1913-03-05T00:00:00Z,1921-03-04T00:00:00Z,,,41,Q924013,George von Lengerke Meyer,Q962646,Edwin Denby,,,,,,Q1093714-beeea2dd-4143-9441-9773-83b739cbc672
Q649653,Joshua Bolten,Q786242,White House Chief of Staff,2006-04-14T00:00:00Z,2009-01-20T00:00:00Z,,,,Q504029,Andrew Card,Q298443,Rahm Emanuel,,,,,,Q649653-84807F1E-08F6-406A-99D6-5F7344E4841A
Q925076,Joshua W. Alexander,Q2003296,United States Secretary of Commerce,,,,,,,,,,,,,,,Q925076-f11825ba-4e6d-5d14-5ffd-6cd7d1efddee
Q6296812,Jovita Carranza,Q15623718,Administrator of the Small Business Administration,2020-01-14T00:00:00Z,2021-01-20T00:00:00Z,,,,Q233905,Linda McMahon,Q104717188,Isabel Guzman,,,,,,Q6296812-BD611349-4158-4246-B076-4369DBD93F13
Q183469,Juanita M. Kreps,Q2003296,United States Secretary of Commerce,,,,,,,,,,,,,,,Q183469-5604c355-cd76-4b9b-849d-ec2af3e6f58c
Q617264,Judson Harmon,Q636207,United States Attorney General,1895-06-11T00:00:00Z,1897-03-04T00:00:00Z,,,41,Q708039,Richard Olney,Q724941,Joseph McKenna,,,,,,Q617264-957E53E6-1A53-4D6C-AC6A-F9AE1E74DE2F
Q464472,Julius Albert Krug,Q2287650,United States Secretary of the Interior,,,,,,,,,,,,,,,Q464472-5aede0d2-87a3-48fc-8e65-709e8522c25e
Q881135,Julius Sterling Morton,Q1029955,United States Secretary of Agriculture,1893-03-07T00:00:00Z,1897-03-05T00:00:00Z,,,,Q887084,Jeremiah McLain Rusk,Q373094,James Wilson,,,,,,Q881135-9A4C42A9-386E-4F0A-8F0F-D33CD9E22231
Q970720,Julián Castro,Q2419581,United States Secretary of Housing and Urban Development,2014-07-28T00:00:00Z,2017-01-20T00:00:00Z,,,,Q379739,Shaun Donovan,Q28543103,Craig Clemmensen,,,,,,Q970720-affd2160-4ea9-96cc-6b28-71c76f261486
Q10853588,Kamala Harris,Q11699,Vice President of the United States,2021-01-20T00:00:00Z,,,,49,Q24313,Mike Pence,,,,,https://www.whitehouse.gov/administration/cabinet/,Kamala Harris,Vice President,Q10853588-107e4743-43cd-61b0-794d-10eac87d7e42
Q10853588,Kamala Harris,Q11699,Vice President of the United States,2021-01-20T00:00:00Z,,,,49,Q24313,Mike Pence,,,,,https://apnews.com/article/joe-biden-wins-white-house-ap-fd58df73aa677acb74fce2a69adb71f9,,,Q10853588-107e4743-43cd-61b0-794d-10eac87d7e42
Q10853588,Kamala Harris,Q11699,Vice President of the United States,2021-01-20T00:00:00Z,,,,49,Q24313,Mike Pence,,,,,https://www.washingtonpost.com/politics/joe-biden-elected-president/2020/11/07/53ec8726-1f0b-11eb-ba21-f2f001f0554b_story.html?itid=hp-banner-high,,,Q10853588-107e4743-43cd-61b0-794d-10eac87d7e42
Q10853588,Kamala Harris,Q11699,Vice President of the United States,2021-01-20T00:00:00Z,,,,49,Q24313,Mike Pence,,,,,https://www.risch.senate.gov/public/index.cfm/2021-inauguration,,,Q10853588-107e4743-43cd-61b0-794d-10eac87d7e42
Q10853588,Kamala Harris,Q11699,Vice President of the United States,2021-01-20T00:00:00Z,,,,49,Q24313,Mike Pence,,,,,https://cartwright.house.gov/presidential-inauguration-ticket-request,,,Q10853588-107e4743-43cd-61b0-794d-10eac87d7e42
Q10853588,Kamala Harris,Q11699,Vice President of the United States,2021-01-20T00:00:00Z,,,,49,Q24313,Mike Pence,,,,,https://www.thune.senate.gov/public/index.cfm/inauguration-2021,,,Q10853588-107e4743-43cd-61b0-794d-10eac87d7e42
Q2853764,Karen Mills,Q15623718,Administrator of the Small Business Administration,,,,,,,,,,,,,,,Q2853764-aa394257-757e-434b-ae9d-eca9c287bf2e
Q104076331,Katherine Tai,Q27907212,United States Trade Representative,2021-03-18T00:00:00Z,,,,,Q28113710,Robert Lighthizer,,,,,https://www.whitehouse.gov/administration/cabinet/,,,Q104076331-103276eb-45ea-c17c-2699-f72980e2b87e
Q27677,Kathleen Sebelius,Q2305968,United States Secretary of Health and Human Services,2009-04-28T00:00:00Z,2014-06-09T00:00:00Z,,,21,Q879432,Mike Leavitt,Q12014326,Sylvia Burwell,,,,,,Q27677-2C5B8A92-E6C6-4328-BA74-FD526EBD4172
Q105320353,Kei Koizumi,Q19817711,Science Advisor to the President,2021-01-15T00:00:00Z,2021-06-02T00:00:00Z,,,,Q55956236,Kelvin Droegemeier,Q970550,Eric Lander,Q4676846,acting,,,,Q105320353-80673d10-4604-7fa2-0d10-fe6a69185f3e
Q28871485,Kelly Craft,Q1785225,United States Ambassador to the United Nations,2019-09-12T00:00:00Z,2021-01-20T00:00:00Z,,,,,,,,,,https://aawsat.com/home/article/1900201/كيلي-كرافت-تباشر-عملها-سفيرة-لأميركا-لدى-الأمم-المتحدة,,,Q28871485-e04798e1-440d-8336-5876-162fa21007c6
Q342586,Ken Salazar,Q2287650,United States Secretary of the Interior,2009-01-20T00:00:00Z,2013-04-12T00:00:00Z,,,50,Q737493,Dirk Kempthorne,Q4231614,Sally Jewell,,,https://www.doi.gov/whoweare/past-secretaries/#salazar,,,Q342586-973662e2-4b2f-cfd2-9ef1-59d4a9ed05dc
Q42316397,Kenneth Braithwaite,Q940135,United States Secretary of the Navy,2020-05-29T00:00:00Z,2021-01-20T00:00:00Z,,,,Q29342932,Richard V. Spencer,Q107195317,Carlos Del Toro,,,https://www.stripes.com/news/us/kenneth-braithwaite-is-sworn-in-as-the-77th-secretary-of-the-navy-1.631682,,,Q42316397-559161E5-415E-46FD-A917-57D6CDB200F6
Q167083,Kenneth Claiborne Royall,Q2419102,United States Secretary of War,1947-07-19T00:00:00Z,1947-09-18T00:00:00Z,,,56,Q723287,Robert P. Patterson,Q1591470,United States Secretary of the Army,,,,,,Q167083-83372600-F20B-4760-A03C-B2EB020F2488
Q167083,Kenneth Claiborne Royall,Q1591470,United States Secretary of the Army,1947-09-18T00:00:00Z,1949-04-27T00:00:00Z,,,1,,,Q723378,Gordon Gray,,,,,,Q167083-C34B9DA7-3077-4E58-9F12-BF98644418F8
Q924842,Kenneth Duberstein,Q786242,White House Chief of Staff,1988-07-01T00:00:00Z,1989-01-20T00:00:00Z,,,,Q1337643,Howard Baker,Q887489,John H. Sununu,,,,,,Q924842-96CD0F28-304D-4871-AC11-B64D7A88845D
Q332170,Kenneth O'Donnell,Q786242,White House Chief of Staff,1961-01-20T00:00:00Z,1963-11-22T00:00:00Z,,,,Q464778,Wilton Persons,Q366201,W. Marvin Watson,,,,,,Q332170-917039c5-4bb2-db17-7fdd-05554e8fa7a9
Q822359,Kenneth Rush,Q14213,United States Secretary of State,1973-09-03T00:00:00Z,1973-09-22T00:00:00Z,,,,Q433180,William P. Rogers,Q66107,Henry Kissinger,,,,,,Q822359-991d636b-44b5-68cb-5262-0dbd6c168cd8
Q21597842,Kent Frizzell,Q2287650,United States Secretary of the Interior,,,,,,,,,,,,,,,Q21597842-d272ced0-4c9a-4ea5-8778-3b11fd51058e
Q28530107,Kevin Haugrud,Q2287650,United States Secretary of the Interior,2017-01-20T00:00:00Z,2017-03-01T00:00:00Z,,,,,,,,,,,,,Q28530107-b078da21-4971-1609-0856-2de7a4b72c4f
Q30122656,Kevin McAleenan,Q642859,United States Secretary of Homeland Security,2019-04-11T00:00:00Z,2019-10-11T00:00:00Z,,,,Q38858352,Kirstjen Nielsen,Q72044313,Chad Wolf,Q4676846,acting,,,,Q30122656-30ac9faa-8af9-4b08-bf56-1e9fd1507f6f
Q38858352,Kirstjen Nielsen,Q642859,United States Secretary of Homeland Security,2017-12-06T00:00:00Z,2019-04-05T00:00:00Z,,,,Q28839617,Elaine Duke,Q30122656,Kevin McAleenan,,,,,,Q38858352-f75cf4f8-4897-5554-e195-8dae01b27beb
Q881151,L. M. Shaw,Q4215834,United States Secretary of the Treasury,1902-02-01T00:00:00Z,1907-03-03T00:00:00Z,,,,,,,,,,,,,Q881151-C26B389D-88A8-494D-B864-AC2A494DE645
Q419976,Lamar Alexander,Q967762,United States Secretary of Education,1991-03-22T00:00:00Z,1993-01-20T00:00:00Z,,,5,Q1808424,Lauro Cavazos,Q880774,Richard Riley,,,,,,Q419976-E5A78418-2256-4951-9ADA-25B5FD9C1701
Q104949692,Lana Hurdle,Q967737,United States Secretary of Transportation,2021-01-20T00:00:00Z,2021-02-03T00:00:00Z,,,,Q15485936,Steven G. Bradbury,Q7173106,Pete Buttigieg,Q4676846,acting,,,,Q104949692-aee0abb8-4ed6-8f4b-684d-91b4e46b79a9
Q1808424,Lauro Cavazos,Q967762,United States Secretary of Education,1988-09-20T00:00:00Z,1990-12-12T00:00:00Z,,,,,,,,,,,,,Q1808424-B1F6FFB4-2144-4704-842D-AA508761C194
Q210308,Lawrence Eagleburger,Q14213,United States Secretary of State,1992-08-23T00:00:00Z,1992-12-08T00:00:00Z,,,,Q223151,James Baker,Q210308,Lawrence Eagleburger,,,,,,Q210308-3d4a97fe-4779-0010-2a30-f3ebdbf25dc9
Q210308,Lawrence Eagleburger,Q14213,United States Secretary of State,1992-12-08T00:00:00Z,1993-01-20T00:00:00Z,,,62,Q210308,Lawrence Eagleburger,Q981007,Frank G. Wisner,,,,,,Q210308-BFDE8085-0F54-478D-9372-5054EAE25EEA
Q6504189,Lawrence J. Delaney,Q261746,United States Secretary of the Air Force,,,,,,,,,,,,,,,Q6504189-93091906-5df4-4259-a12c-9e9b2de63690
Q317953,Lawrence Summers,Q11285124,United States Deputy Secretary of the Treasury,1995-01-01T00:00:00Z,1999-01-01T00:00:00Z,,,,Q5488611,Frank N. Newman,Q7626497,Stuart E. Eizenstat,,,,,,Q317953-75AF3E2D-581F-43FE-A664-A46AD6370999
Q317953,Lawrence Summers,Q4215834,United States Secretary of the Treasury,1999-07-02T00:00:00Z,2001-01-20T00:00:00Z,,,,Q370316,Robert Rubin,Q456921,Paul H. O'Neill,,,,,,Q317953-C831741B-EA35-4A20-BD23-E693C06EA18D
Q1681929,Lee M. Thomas,Q2087596,Administrator of the Environmental Protection Agency,1985-02-08T00:00:00Z,1989-01-20T00:00:00Z,,,,Q464554,William Ruckelshaus,Q1644666,William K. Reilly,,,,,,Q1681929-e57058ba-1f7a-49f9-a14d-c14b2d0dbc87
Q244631,Leon Panetta,Q735015,United States Secretary of Defense,2011-07-01T00:00:00Z,2013-02-27T00:00:00Z,,,23,Q212979,Robert Gates,Q381670,Chuck Hagel,,,,,,Q244631-f3779b43-453a-f9fb-fbe5-72d7d5b692b2
Q244631,Leon Panetta,Q786242,White House Chief of Staff,1994-07-17T00:00:00Z,1997-01-20T00:00:00Z,,,18,Q959007,Mack McLarty,Q731097,Erskine Bowles,,,,,,Q244631-06e5d434-408f-0be2-81cb-6db630d50269
Q1820466,Les Brownlee,Q1591470,United States Secretary of the Army,,,,,,,,,,,,,,,Q1820466-79BF08ED-3211-4090-8026-F9708F99CBDA
Q720568,Levi Lincoln,Q636207,United States Attorney General,,,,,,Q724252,Charles Lee,Q959976,John Breckinridge,,,,,,Q720568-EE41D601-B2C0-4C96-BBB8-7A2A36E7AACB
Q720568,Levi Lincoln,Q14213,United States Secretary of State,1801-03-05T00:00:00Z,1801-05-01T00:00:00Z,,,,Q310829,John Marshall,Q11813,James Madison,,,,,,Q720568-F1C3F8BF-E792-4893-8C73-7FACA79CFE0D
Q298997,Levi P. Morton,Q11699,Vice President of the United States,1889-03-04T00:00:00Z,1893-03-04T00:00:00Z,,,22,Q310843,Thomas A. Hendricks,Q310839,Adlai Stevenson I,,,,,,Q298997-97491264-829C-4AAF-B2BE-7A616006F2C3
Q579228,Levi Woodbury,Q940135,United States Secretary of the Navy,1831-05-23T00:00:00Z,1834-06-30T00:00:00Z,,,9,Q879415,John Branch,Q879427,Mahlon Dickerson,,,,,,Q579228-b8c2ce88-4385-422a-2e1b-3312721a46f5
Q579228,Levi Woodbury,Q4215834,United States Secretary of the Treasury,1834-07-01T00:00:00Z,1841-03-04T00:00:00Z,,,13,Q359470,Roger B. Taney,Q1335443,Thomas Ewing,,,,,,Q579228-4A2C596F-D5EB-4FDE-9C95-F5B95D5C87C9
Q503119,Lewis Cass,Q14213,United States Secretary of State,1857-03-06T00:00:00Z,1860-12-14T00:00:00Z,,,22,Q389258,William Learned Marcy,Q3430881,William Hunter,,,,,,Q503119-4C2262CF-0A3F-40A3-9613-163DFF6DCBCB
Q503119,Lewis Cass,Q2419102,United States Secretary of War,1831-08-01T00:00:00Z,1836-10-04T00:00:00Z,,,14,Q878759,John Eaton,Q723956,Joel Roberts Poinsett,,,,,,Q503119-50D69558-C8C1-4BB1-A928-0D818AD08735
Q1822160,Lewis Strauss,Q2003296,United States Secretary of Commerce,,,,,,,,,,,,,,,Q1822160-91fdda0b-54a6-40b2-8610-84561ecccfbf
Q233905,Linda McMahon,Q15623718,Administrator of the Small Business Administration,2017-02-14T00:00:00Z,2019-04-12T00:00:00Z,,,25th,Q6761112,Maria Contreras-Sweet,Q6296812,Jovita Carranza,,,https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=115&session=1&vote=00065,,,Q233905-0500f1d8-4a96-5838-4204-ad273c6e70e0
Q233905,Linda McMahon,Q15623718,Administrator of the Small Business Administration,2017-02-14T00:00:00Z,2019-04-12T00:00:00Z,,,25th,Q6761112,Maria Contreras-Sweet,Q6296812,Jovita Carranza,,,https://www.sba.gov/about-sba/sba-team/sba-administrator,,,Q233905-0500f1d8-4a96-5838-4204-ad273c6e70e0
Q19920980,Linda Thomas-Greenfield,Q1785225,United States Ambassador to the United Nations,2021-02-25T00:00:00Z,,,,,Q28871485,Kelly Craft,,,,,https://www.whitehouse.gov/administration/cabinet/,,,Q19920980-3ce1a008-4032-5f29-f6bb-1d2979c32b62
Q281564,Lindley Miller Garrison,Q2419102,United States Secretary of War,,,,,,,,,,,,,,,Q281564-65f6b08d-9f3b-4c51-bfd1-44eb78246279
Q28739918,Lisa Disbrow,Q261746,United States Secretary of the Air Force,2017-01-20T00:00:00Z,2017-05-16T00:00:00Z,,,,Q16189325,Deborah Lee James,Q459712,Heather Wilson,,,,,,Q28739918-D01B07A0-CB57-4A2D-97BD-88D41AEC56FC
Q445734,Lisa P. Jackson,Q2087596,Administrator of the Environmental Protection Agency,2009-01-23T00:00:00Z,2013-02-15T00:00:00Z,,,,Q465315,Stephen L. Johnson,Q4933628,Bob Perciasepe,,,,,,Q445734-A413B252-7CE8-441E-B484-4FDE0A9371B7
Q1866512,Livingston T. Merchant,Q14213,United States Secretary of State,1961-01-20T00:00:00Z,1961-01-21T00:00:00Z,,,,Q240274,Christian Herter,Q313258,Dean Rusk,,,,,,Q1866512-3b09c998-49c9-25ca-af88-fddb3a2f5031
Q941013,Lloyd Austin,Q735015,United States Secretary of Defense,2021-01-22T00:00:00Z,,,,,Q29346709,David Norquist,,,,,https://www.whitehouse.gov/administration/cabinet/,Lloyd Austin,Secretary of Defense,Q941013-37e4b86f-48e2-0d0c-87df-a5482b76a4db
Q455401,Lloyd Bentsen,Q4215834,United States Secretary of the Treasury,1993-01-20T00:00:00Z,1994-12-22T00:00:00Z,,,69,Q723444,Nicholas F. Brady,Q370316,Robert Rubin,,,,,,Q455401-69DC0D05-34B7-4683-9608-C6BE45063D36
Q6680965,Loretta Lynch,Q636207,United States Attorney General,2015-04-27T00:00:00Z,2017-01-20T00:00:00Z,,,83,Q312644,Eric Holder,Q21062855,Sally Yates,,,,,,Q6680965-2511634F-F375-440A-95BD-EE66ABADEA8E
